xs_80, xs_100, xs_105, xs_110, xs_115, xs_120, xs_125, xs_130, xs_135, xs_140, xs_145, xs_150, xs_155, xs_160, xs_165, xs_170, xs_175, xs_180, xs_185, xs_190, xs_195, xs_200
669.8 , 331.5, 284.8, 246.8, 214.2, 187.2, 164.6, 145.4, 128.9, 114.7, 102.2, 91.6, 82.3, 74.2, 67.0, 60.7, 55.1, 50.1, 45.8, 41.8, 38.3, 35.1
